PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,6651 kingsbury,,,,,,,,,
Location:,"Lat, Lon: 34.57, -112.5",,,,,,,,,
Lat (deg N):,34.57,,,,,,,,,
Long (deg W):,112.5,,,,,,,,,
Elev (m):,1688.300049,,,,,,,,,
DC System Size (kW):,4,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.12,,,,,,,,,
Capacity Factor (%),"19.5	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
11,12,11,984,73,16,2,906.679,40.53,2879.224,2768.505
11,12,12,989,73,17,1,925.685,46.718,2848.944,2739.576
11,12,13,974,70,18,1,863.028,46.005,2660.606,2559.448
11,12,14,937,63,18,1,724.907,41.918,2264.16,2179.206
11,12,15,852,54,17,0,520.177,39.782,1598.619,1537.583
11,12,16,445,47,15,0,209.913,25.987,642.196,608.322
11,12,17,0,0,12,0,0,12,0,0
11,12,18,0,0,9,1,0,9,0,0
11,12,19,0,0,7,1,0,7,0,0
11,12,20,0,0,5,1,0,5,0,0
11,12,21,0,0,5,1,0,5,0,0
11,12,22,0,0,5,1,0,5,0,0
11,12,23,0,0,5,1,0,5,0,0
11,13,0,0,0,5,1,0,5,0,0
11,13,1,0,0,6,1,0,6,0,0
11,13,2,0,0,6,1,0,6,0,0
11,13,3,0,0,6,1,0,6,0,0
11,13,4,0,0,6,1,0,6,0,0
11,13,5,0,0,7,1,0,7,0,0
11,13,6,0,0,7,1,0,7,0,0
11,13,7,0,19,8,0,18.008,4.544,67.84,46.191
11,13,8,386,87,11,0,275.349,19.874,921.215,880.296
11,13,9,831,62,14,0,590.476,36.303,1880.113,1809.463
11,13,10,950,67,17,0,796.11,47.557,2427.622,2336.164
11,13,11,980,69,18,1,896.162,46.41,2760.662,2655.183
11,13,12,989,69,19,2,918.592,43.909,2868.391,2758.156
11,13,13,975,67,20,2,858.178,43.44,2680.677,2578.66
11,13,14,935,63,19,3,721.838,36.557,2315.853,2228.869
11,13,15,848,54,18,2,516.853,32.326,1647.638,1584.981
11,13,16,643,38,14,1,262.822,22.835,800.834,763.043
11,13,17,0,0,9,1,0,9,0,0
11,13,18,0,0,7,1,0,7,0,0
11,13,19,0,0,5,1,0,5,0,0
11,13,20,0,0,5,1,0,5,0,0
11,13,21,0,0,4,1,0,4,0,0
11,13,22,0,0,4,1,0,4,0,0
11,13,23,0,0,4,1,0,4,0,0
11,14,0,0,0,4,1,0,4,0,0
11,14,1,0,0,3,1,0,3,0,0
11,14,2,0,0,3,2,0,3,0,0
11,14,3,0,0,3,1,0,3,0,0
11,14,4,0,0,3,1,0,3,0,0
11,14,5,0,0,3,1,0,3,0,0
11,14,6,0,0,3,1,0,3,0,0
11,14,7,427,23,5,1,134.715,6.89,405.555,377.089
11,14,8,769,47,9,2,396.667,18.366,1308.81,1256.902
11,14,9,895,59,12,2,624.165,28.223,2065.555,1988.17
11,14,10,955,66,15,2,796.266,36.243,2572.011,2474.6
11,14,11,985,69,16,2,897.863,40.257,2854.538,2744.921
11,14,12,994,69,17,3,920.496,39.217,2943.651,2830.029
11,14,13,981,67,18,3,860.909,38.889,2751.878,2646.782
11,14,14,944,61,17,3,723.977,34.667,2343.947,2255.849
11,14,15,861,52,16,2,520.149,30.465,1672.083,1608.609
11,14,16,661,36,13,1,265.97,21.965,811.585,773.52
11,14,17,0,0,8,1,0,8,0,0
11,14,18,0,0,6,1,0,6,0,0
11,14,19,0,0,6,1,0,6,0,0
11,14,20,0,0,6,1,0,6,0,0
11,14,21,0,0,5,2,0,5,0,0
11,14,22,0,0,4,2,0,4,0,0
11,14,23,0,0,4,2,0,4,0,0
11,15,0,0,0,3,2,0,3,0,0
11,15,1,0,0,2,2,0,2,0,0
11,15,2,0,0,2,2,0,2,0,0
11,15,3,0,0,1,2,0,1,0,0
11,15,4,0,0,1,2,0,1,0,0
11,15,5,0,0,0,1,0,0,0,0
11,15,6,0,0,0,1,0,0,0,0
11,15,7,473,22,2,1,144.332,4.202,435.959,406.827
11,15,8,808,46,6,2,408.384,15.754,1360.514,1307.035
11,15,9,931,57,9,3,641.583,23.837,2166.337,2085.157
11,15,10,992,63,11,4,817.827,28.704,2739.794,2635.224
11,15,11,1022,65,13,4,921.056,33.19,3032.634,2914.941
11,15,12,1028,64,14,4,940.686,34.776,3075.145,2955.48
11,15,13,1013,62,15,4,878.197,34.471,2869.033,2758.77
11,15,14,972,58,14,4,737.914,30.408,2438.455,2346.557
11,15,15,888,50,13,3,530.807,25.981,1742.011,1676.17
11,15,16,690,35,10,2,273.771,17.4,851.022,811.943
11,15,17,0,0,6,1,0,6,0,0
11,15,18,0,0,4,1,0,4,0,0
11,15,19,0,0,3,1,0,3,0,0
11,15,20,0,0,3,1,0,3,0,0
11,15,21,0,0,2,1,0,2,0,0
11,15,22,0,0,2,2,0,2,0,0
11,15,23,0,0,1,2,0,1,0,0
11,16,0,0,0,1,2,0,1,0,0
11,16,1,0,0,1,2,0,1,0,0
11,16,2,0,0,0,2,0,0,0,0
11,16,3,0,0,0,2,0,0,0,0
11,16,4,0,0,0,2,0,0,0,0
11,16,5,0,0,0,1,0,0,0,0
11,16,6,0,0,0,1,0,0,0,0
11,16,7,90,24,2,1,51.77,0.972,177.063,153.325
11,16,8,291,91,6,2,230.67,10.523,808.023,770.049
11,16,9,925,55,10,1,633.23,28.916,2086.346,2008.185
11,16,10,983,61,14,1,806.26,39.509,2560.918,2463.972
11,16,11,1009,64,16,0,906.722,51.095,2723.847,2619.969
11,16,12,1010,66,17,0,925.753,53.079,2753.251,2648.095
11,16,13,521,195,18,0,644.555,45.779,1991.54,1916.881
11,16,14,523,154,18,0,542.458,40.938,1707.544,1642.875
11,16,15,420,113,17,0,357.596,33.228,1147.515,1100.35
11,16,16,343,52,15,0,179.403,23.442,561.241,529.276
11,16,17,0,0,12,0,0,12,0,0
11,16,18,0,0,10,0,0,10,0,0
11,16,19,0,0,9,0,0,9,0,0
11,16,20,0,0,7,1,0,7,0,0
11,16,21,0,0,5,1,0,5,0,0
11,16,22,0,0,3,1,0,3,0,0
11,16,23,0,0,2,1,0,2,0,0
11,17,0,0,0,2,1,0,2,0,0
11,17,1,0,0,2,1,0,2,0,0
11,17,2,0,0,3,1,0,3,0,0
11,17,3,0,0,4,1,0,4,0,0
11,17,4,0,0,5,1,0,5,0,0
11,17,5,0,0,5,1,0,5,0,0
11,17,6,0,0,5,1,0,5,0,0
11,17,7,0,21,6,0,19.916,2.583,75.657,53.863
11,17,8,370,83,8,0,260.917,16.31,884.979,845.016
11,17,9,706,84,12,0,537.899,32.527,1745.308,1679.354
11,17,10,444,199,15,0,565.487,38.164,1813.443,1745.136
11,17,11,614,180,16,1,719.408,38.643,2307.145,2220.504
11,17,12,562,201,17,2,709.981,36.276,2305.452,2218.878
11,17,13,961,76,17,2,850.116,39.766,2704.715,2601.664
11,17,14,619,127,16,2,580.745,32.423,1904.898,1833.367
11,17,15,484,102,15,1,378.278,27.685,1243.257,1193.306
11,17,16,392,47,11,1,190.909,16.872,610.54,577.419
11,17,17,0,0,8,1,0,8,0,0
11,17,18,0,0,6,1,0,6,0,0
11,17,19,0,0,5,1,0,5,0,0
11,17,20,0,0,4,1,0,4,0,0
11,17,21,0,0,3,1,0,3,0,0
11,17,22,0,0,2,1,0,2,0,0
11,17,23,0,0,2,1,0,2,0,0
11,18,0,0,0,2,2,0,2,0,0
11,18,1,0,0,2,2,0,2,0,0
11,18,2,0,0,2,2,0,2,0,0
11,18,3,0,0,2,2,0,2,0,0
11,18,4,0,0,1,2,0,1,0,0
11,18,5,0,0,1,2,0,1,0,0
11,18,6,0,0,1,2,0,1,0,0
11,18,7,404,20,2,2,125.003,3.335,380.145,352.229
11,18,8,786,45,6,3,394.438,14.216,1319.678,1267.442
11,18,9,924,56,9,3,629.292,23.511,2125.321,2045.697
11,18,10,992,61,12,3,808.014,31.189,2673.129,2571.436
11,18,11,1027,62,15,2,914.144,39.747,2912.414,2800.205
11,18,12,1038,61,16,2,938.546,41.611,2964.016,2849.47
11,18,13,1025,58,17,1,876.908,45.507,2708.322,2605.115
11,18,14,981,56,17,1,737.035,41.376,2305.344,2218.774
11,18,15,898,47,16,0,529.309,39.213,1626.38,1564.428
11,18,16,703,33,12,0,273.128,25.422,814.797,776.65
11,18,17,0,0,8,1,0,8,0,0
11,18,18,0,0,6,1,0,6,0,0
11,18,19,0,0,4,1,0,4,0,0
11,18,20,0,0,3,1,0,3,0,0
11,18,21,0,0,3,1,0,3,0,0
11,18,22,0,0,3,1,0,3,0,0
11,18,23,0,0,3,1,0,3,0,0
11,19,0,0,0,3,1,0,3,0,0
11,19,1,0,0,2,1,0,2,0,0
11,19,2,0,0,1,1,0,1,0,0
11,19,3,0,0,1,1,0,1,0,0
11,19,4,0,0,1,2,0,1,0,0
11,19,5,0,0,1,2,0,1,0,0
11,19,6,0,0,1,2,0,1,0,0
11,19,7,49,20,3,2,36.772,1.811,128.767,105.967
11,19,8,298,86,7,2,232.437,11.519,808.949,770.951
11,19,9,930,52,11,3,625.774,24.973,2097.66,2019.076
11,19,10,986,57,14,3,796.32,32.847,2612.656,2513.536
11,19,11,991,68,17,2,889.749,41.006,2816.488,2708.558
11,19,12,995,68,18,2,909.185,42.71,2855.071,2745.43
11,19,13,972,67,19,2,844.471,42.122,2654.037,2553.159
11,19,14,930,60,19,2,705.937,38.479,2240.656,2156.616
11,19,15,843,49,18,1,502.231,34.862,1577.39,1517.049
11,19,16,641,33,13,1,253.886,21.498,773.398,736.301
11,19,17,0,0,9,1,0,9,0,0
11,19,18,0,0,8,1,0,8,0,0
11,19,19,0,0,8,1,0,8,0,0
11,19,20,0,0,7,2,0,7,0,0
11,19,21,0,0,7,2,0,7,0,0
11,19,22,0,0,6,2,0,6,0,0
11,19,23,0,0,6,2,0,6,0,0
11,20,0,0,0,6,2,0,6,0,0
11,20,1,0,0,6,3,0,6,0,0
11,20,2,0,0,6,3,0,6,0,0
11,20,3,0,0,5,2,0,5,0,0
11,20,4,0,0,5,2,0,5,0,0
11,20,5,0,0,5,2,0,5,0,0
11,20,6,0,0,5,2,0,5,0,0
11,20,7,374,18,6,2,115.144,7.083,344.043,316.898
11,20,8,759,44,9,3,378.268,16.776,1248.613,1198.503
11,20,9,897,55,13,4,607.392,25.605,2029.605,1953.55
11,20,10,962,61,16,3,781.203,34.396,2543.375,2447.16
11,20,11,997,61,19,3,883.87,40.046,2811.105,2703.413
11,20,12,1005,60,20,3,905.714,41.74,2857.961,2748.191
11,20,13,991,58,21,3,846.714,41.433,2669.955,2568.397
11,20,14,943,56,20,3,708.609,37.203,2262.916,2178.011
11,20,15,862,47,19,2,508.876,33.057,1611.504,1550.044
11,20,16,668,31,15,1,258.68,23.652,777.366,740.17
11,20,17,0,0,11,1,0,11,0,0
11,20,18,0,0,9,1,0,9,0,0
11,20,19,0,0,8,1,0,8,0,0
11,20,20,0,0,8,1,0,8,0,0
11,20,21,0,0,8,2,0,8,0,0
11,20,22,0,0,7,2,0,7,0,0
11,20,23,0,0,7,1,0,7,0,0
11,21,0,0,0,6,1,0,6,0,0
11,21,1,0,0,6,1,0,6,0,0
11,21,2,0,0,5,1,0,5,0,0
11,21,3,0,0,5,1,0,5,0,0
11,21,4,0,0,5,1,0,5,0,0
11,21,5,0,0,5,1,0,5,0,0
11,21,6,0,0,5,1,0,5,0,0
11,21,7,0,38,7,1,41.765,5.714,156.547,133.211
11,21,8,790,39,11,1,381.165,21.217,1228.671,1179.149
11,21,9,920,49,16,1,611.585,34.719,1954.205,1880.902
11,21,10,980,55,19,1,784.709,43.52,2439.439,2347.501
11,21,11,991,65,22,1,881.603,49.698,2666.799,2565.376
11,21,12,996,66,23,0,903.529,57.745,2618.127,2518.775
11,21,13,981,64,23,0,844.527,56.165,2463.122,2370.218
11,21,14,953,54,23,0,711.695,51.963,2105.043,2026.182
11,21,15,867,46,21,0,509.507,43.135,1533.466,1474.55
11,21,16,663,32,18,0,258.127,30.521,751.277,714.735
11,21,17,0,0,16,0,0,16,0,0
11,21,18,0,0,15,0,0,15,0,0
11,21,19,0,0,14,0,0,14,0,0
11,21,20,0,0,11,1,0,11,0,0
11,21,21,0,0,8,1,0,8,0,0
11,21,22,0,0,7,1,0,7,0,0
11,21,23,0,0,7,1,0,7,0,0
11,22,0,0,0,6,1,0,6,0,0
11,22,1,0,0,5,1,0,5,0,0
11,22,2,0,0,5,1,0,5,0,0
11,22,3,0,0,5,1,0,5,0,0
11,22,4,0,0,5,1,0,5,0,0
11,22,5,0,0,6,1,0,6,0,0
11,22,6,0,0,6,1,0,6,0,0
11,22,7,0,19,7,1,18.017,4.902,67.768,46.12
11,22,8,755,47,11,1,376.356,20.944,1217.137,1167.954
11,22,9,896,60,16,1,608.475,34.606,1945.749,1872.752
11,22,10,958,69,19,1,783.302,43.468,2435.772,2343.983
11,22,11,997,69,21,1,889.037,48.96,2699.592,2596.761
11,22,12,1000,70,22,2,909.669,46.522,2800.059,2692.853
11,22,13,981,69,22,2,848.954,45.097,2626.786,2527.067
11,22,14,487,157,21,2,517.775,35.675,1672.864,1609.364
11,22,15,346,117,19,1,321.922,29.592,1053.213,1008.708
11,22,16,640,35,15,0,254.905,25.926,760.787,724.007
11,22,17,0,0,12,1,0,12,0,0
11,22,18,0,0,12,0,0,12,0,0
11,22,19,0,0,12,0,0,12,0,0
11,22,20,0,0,11,0,0,11,0,0
11,22,21,0,0,10,1,0,10,0,0
11,22,22,0,0,9,1,0,9,0,0
11,22,23,0,0,9,1,0,9,0,0
11,23,0,0,0,8,1,0,8,0,0
11,23,1,0,0,7,1,0,7,0,0
11,23,2,0,0,7,1,0,7,0,0
11,23,3,0,0,7,1,0,7,0,0
11,23,4,0,0,7,1,0,7,0,0
11,23,5,0,0,7,1,0,7,0,0
11,23,6,0,0,6,1,0,6,0,0
11,23,7,0,27,7,0,27.326,3.954,103.205,80.892
11,23,8,110,90,10,0,146.374,13.374,515.189,484.282
11,23,9,892,58,14,1,601.537,31.44,1952.491,1879.25
11,23,10,963,65,16,2,779.858,36.72,2508.628,2413.854
11,23,11,997,67,17,3,884.442,38.126,2839.413,2730.468
11,23,12,1003,68,18,3,907.803,39.861,2891.371,2780.108
11,23,13,987,66,18,4,848.464,36.697,2739.382,2634.83
11,23,14,946,60,17,3,712.03,34.364,2305.236,2218.671
11,23,15,848,52,16,2,505.76,30.054,1625.025,1563.119
11,23,16,622,35,12,1,248.953,20.373,762.946,726.112
11,23,17,0,0,8,1,0,8,0,0
11,23,18,0,0,7,1,0,7,0,0
11,23,19,0,0,7,1,0,7,0,0
11,23,20,0,0,6,1,0,6,0,0
11,23,21,0,0,5,1,0,5,0,0
11,23,22,0,0,3,1,0,3,0,0
11,23,23,0,0,2,1,0,2,0,0
11,24,0,0,0,2,1,0,2,0,0
11,24,1,0,0,2,1,0,2,0,0
11,24,2,0,0,2,1,0,2,0,0
11,24,3,0,0,2,1,0,2,0,0
11,24,4,0,0,2,1,0,2,0,0
11,24,5,0,0,1,1,0,1,0,0
11,24,6,0,0,1,1,0,1,0,0
11,24,7,347,16,3,1,105.228,3.854,317.405,290.821
11,24,8,761,44,7,2,371.846,15.608,1228.266,1178.757
11,24,9,898,57,11,1,601.716,29.581,1969.624,1895.763
11,24,10,954,67,15,1,773.516,39.389,2454.797,2362.234
11,24,11,982,70,16,0,873.905,49.96,2639.049,2538.81
11,24,12,989,70,17,0,896.891,52.074,2680.147,2578.152
11,24,13,976,67,17,0,839.682,50.525,2524.392,2428.966
11,24,14,676,107,17,0,591.639,42.736,1840.264,1771.02
11,24,15,841,52,16,0,501.629,37.402,1554.526,1494.929
11,24,16,615,35,12,0,246.589,24.25,742.344,706.024
11,24,17,0,0,9,1,0,9,0,0
11,24,18,0,0,7,1,0,7,0,0
11,24,19,0,0,7,1,0,7,0,0
11,24,20,0,0,6,1,0,6,0,0
11,24,21,0,0,5,1,0,5,0,0
11,24,22,0,0,5,1,0,5,0,0
11,24,23,0,0,5,1,0,5,0,0
11,25,0,0,0,5,1,0,5,0,0
11,25,1,0,0,5,0,0,5,0,0
11,25,2,0,0,5,0,0,5,0,0
11,25,3,0,0,5,0,0,5,0,0
11,25,4,0,0,5,0,0,5,0,0
11,25,5,0,0,6,0,0,6,0,0
11,25,6,0,0,6,0,0,6,0,0
11,25,7,0,5,6,0,4.727,1.833,18.013,0
11,25,8,0,38,7,0,36.039,4.263,135.93,112.992
11,25,9,784,61,9,0,541.227,28.103,1785.012,1717.693
11,25,10,797,103,10,1,708.202,32.536,2326.781,2239.364
11,25,11,245,262,9,2,486.783,22.728,1687.33,1623.344
11,25,12,0,43,9,2,40.831,9.822,150.337,127.121
11,25,13,9,175,8,1,179.902,11.674,656.842,622.616
11,25,14,39,181,7,1,217.037,12.676,787.539,750.085
11,25,15,98,131,6,1,196.512,11.208,710.037,674.516
11,25,16,200,51,4,1,132.251,6.946,455.061,425.507
11,25,17,0,0,2,2,0,2,0,0
11,25,18,0,0,2,2,0,2,0,0
11,25,19,0,0,3,2,0,3,0,0
11,25,20,0,0,2,2,0,2,0,0
11,25,21,0,0,2,2,0,2,0,0
11,25,22,0,0,2,2,0,2,0,0
11,25,23,0,0,1,3,0,1,0,0
11,26,0,0,0,1,4,0,1,0,0
11,26,1,0,0,1,4,0,1,0,0
11,26,2,0,0,1,4,0,1,0,0
11,26,3,0,0,1,4,0,1,0,0
11,26,4,0,0,0,4,0,0,0,0
11,26,5,0,0,0,4,0,0,0,0
11,26,6,0,0,0,4,0,0,0,0
11,26,7,0,25,1,4,25.125,-0.152,96.557,74.37
11,26,8,719,44,3,4,351.215,9.22,1191.673,1143.233
11,26,9,865,58,7,5,579.393,17.529,2004.898,1929.751
11,26,10,928,67,10,5,750.495,24.248,2562.589,2465.573
11,26,11,964,69,12,4,854.28,30.673,2844.118,2734.965
11,26,12,965,71,13,4,875.035,32.292,2892.976,2781.641
11,26,13,942,71,13,4,815.563,31.075,2706.258,2603.14
11,26,14,892,66,13,3,680.326,29.664,2253.241,2168.713
11,26,15,783,57,12,2,479.802,25.371,1577.665,1517.315
11,26,16,195,51,9,1,130.764,13.467,437.731,408.56
11,26,17,0,0,7,1,0,7,0,0
11,26,18,0,0,6,1,0,6,0,0
11,26,19,0,0,5,2,0,5,0,0
11,26,20,0,0,3,2,0,3,0,0
11,26,21,0,0,2,2,0,2,0,0
11,26,22,0,0,2,2,0,2,0,0
11,26,23,0,0,1,2,0,1,0,0
11,27,0,0,0,1,2,0,1,0,0
11,27,1,0,0,0,2,0,0,0,0
11,27,2,0,0,0,2,0,0,0,0
11,27,3,0,0,0,2,0,0,0,0
11,27,4,0,0,0,2,0,0,0,0
11,27,5,0,0,0,2,0,0,0,0
11,27,6,0,0,0,2,0,0,0,0
11,27,7,196,15,1,2,69.272,0.726,219.233,194.66
11,27,8,636,52,4,2,327.176,11.278,1104.224,1058.291
11,27,9,799,70,8,2,556.573,22.327,1885.36,1814.524
11,27,10,875,80,12,2,730.9,31.49,2411.403,2320.601
11,27,11,942,73,14,2,839.68,36.705,2713.908,2610.46
11,27,12,950,74,15,2,864.82,38.614,2771.083,2665.149
11,27,13,934,72,15,2,809.392,37.303,2604.68,2505.896
11,27,14,897,64,15,2,680.506,33.878,2207.824,2125.054
11,27,15,808,53,14,1,487.732,30.473,1564.052,1504.146
11,27,16,590,34,11,1,237.505,18.935,733.136,697.045
11,27,17,0,0,8,1,0,8,0,0
11,27,18,0,0,7,1,0,7,0,0
11,27,19,0,0,5,1,0,5,0,0
11,27,20,0,0,4,1,0,4,0,0
11,27,21,0,0,3,2,0,3,0,0
11,27,22,0,0,3,2,0,3,0,0
11,27,23,0,0,3,2,0,3,0,0
11,28,0,0,0,2,2,0,2,0,0
11,28,1,0,0,2,2,0,2,0,0
11,28,2,0,0,1,2,0,1,0,0
11,28,3,0,0,1,2,0,1,0,0
11,28,4,0,0,1,2,0,1,0,0
11,28,5,0,0,1,2,0,1,0,0
11,28,6,0,0,1,2,0,1,0,0
11,28,7,297,13,2,2,88.847,2.298,268.634,243.06
11,28,8,741,40,5,3,352.065,12.09,1174.837,1126.886
11,28,9,888,53,9,3,582.568,22.295,1969.653,1895.79
11,28,10,825,80,13,3,693.328,29.389,2310.503,2223.73
11,28,11,499,199,14,2,635.645,31.404,2111.543,2032.438
11,28,12,563,187,15,2,683.971,33.428,2250.784,2166.351
11,28,13,198,248,16,2,428.27,27.947,1447.863,1391.673
11,28,14,347,179,16,2,438.179,27.377,1475.724,1418.654
11,28,15,38,121,14,1,147.546,18.77,518.495,487.513
11,28,16,13,50,11,1,54.699,11.093,197.848,173.701
11,28,17,0,0,9,1,0,9,0,0
11,28,18,0,0,7,1,0,7,0,0
11,28,19,0,0,5,1,0,5,0,0
11,28,20,0,0,4,1,0,4,0,0
11,28,21,0,0,4,1,0,4,0,0
11,28,22,0,0,3,1,0,3,0,0
11,28,23,0,0,2,1,0,2,0,0
11,29,0,0,0,2,1,0,2,0,0
11,29,1,0,0,2,1,0,2,0,0
11,29,2,0,0,2,1,0,2,0,0
11,29,3,0,0,1,1,0,1,0,0
11,29,4,0,0,1,1,0,1,0,0
11,29,5,0,0,1,1,0,1,0,0
11,29,6,0,0,1,1,0,1,0,0
11,29,7,0,1,3,1,0.944,0.22,3.624,0
11,29,8,0,15,6,1,14.198,3.736,53.671,32.285
11,29,9,271,149,9,1,329.33,17.435,1153.771,1106.426
11,29,10,5,154,10,1,155.617,14.458,561.168,529.205
11,29,11,925,70,11,1,818.992,35.017,2668.676,2567.173
11,29,12,934,71,12,2,845.234,35.211,2754.169,2648.973
11,29,13,142,248,12,2,385.311,23.425,1331.349,1278.759
11,29,14,857,67,12,2,660.612,29.135,2193.34,2111.127
11,29,15,735,60,11,1,457.826,26.601,1497.413,1439.654
11,29,16,345,43,9,0,171.081,18.177,544.433,512.856
11,29,17,0,0,7,0,0,7,0,0
11,29,18,0,0,7,0,0,7,0,0
11,29,19,0,0,7,0,0,7,0,0
11,29,20,0,0,6,0,0,6,0,0
11,29,21,0,0,5,0,0,5,0,0
11,29,22,0,0,5,0,0,5,0,0
11,29,23,0,0,6,1,0,6,0,0
11,30,0,0,0,6,1,0,6,0,0
11,30,1,0,0,5,0,0,5,0,0
11,30,2,0,0,5,0,0,5,0,0
11,30,3,0,0,5,0,0,5,0,0
11,30,4,0,0,5,0,0,5,0,0
11,30,5,0,0,5,0,0,5,0,0
11,30,6,0,0,5,0,0,5,0,0
11,30,7,153,12,6,1,54.74,5.138,170.367,146.761
11,30,8,566,53,7,1,296.188,14.59,984.393,941.778
11,30,9,0,37,7,1,35.086,7.228,130.655,107.818
11,30,10,405,187,8,2,502.744,19.9,1756.979,1690.625
11,30,11,325,241,8,2,534.521,22.331,1854.95,1785.19
11,30,12,61,249,9,2,314.812,17.537,1119.082,1072.727
11,30,13,32,210,9,2,246.022,14.891,885.064,845.098
11,30,14,812,82,9,2,647.604,25.432,2189.266,2107.209
11,30,15,621,72,9,1,415.107,23.317,1382.787,1328.624
11,30,16,263,47,7,0,148.386,14.97,485.783,455.542
11,30,17,0,0,3,1,0,3,0,0
11,30,18,0,0,2,1,0,2,0,0
11,30,19,0,0,1,1,0,1,0,0
11,30,20,0,0,0,1,0,0,0,0
11,30,21,0,0,0,1,0,0,0,0
11,30,22,0,0,-1,1,0,-1,0,0
11,30,23,0,0,-2,1,0,-2,0,0
12,1,0,0,0,-2,1,0,-2,0,0
12,1,1,0,0,-3,1,0,-3,0,0
12,1,2,0,0,-3,1,0,-3,0,0
12,1,3,0,0,-2,1,0,-2,0,0
12,1,4,0,0,-2,1,0,-2,0,0
12,1,5,0,0,-2,1,0,-2,0,0
12,1,6,0,0,-2,1,0,-2,0,0
12,1,7,0,18,-1,2,17.183,-2.8,66.77,45.141
12,1,8,767,38,1,3,352.731,7.937,1192.227,1143.772
12,1,9,914,49,4,2,586.409,19.32,2006.452,1931.248
12,1,10,979,55,7,2,761.819,27.588,2557.31,2460.514
12,1,11,1011,57,9,2,867.356,32.748,2856.914,2747.191
12,1,12,1021,57,10,2,895.553,34.731,2924.273,2811.529
12,1,13,1011,55,11,2,843.424,34.451,2751.426,2646.35
12,1,14,964,54,11,2,710.501,30.912,2336.97,2249.15
12,1,15,882,46,9,1,513.517,26.598,1674.437,1610.884
12,1,16,672,31,5,1,260.308,13.916,817.51,779.293
12,1,17,0,0,1,1,0,1,0,0
12,1,18,0,0,0,1,0,0,0,0
12,1,19,0,0,0,1,0,0,0,0
12,1,20,0,0,0,1,0,0,0,0
12,1,21,0,0,-1,2,0,-1,0,0
12,1,22,0,0,-1,2,0,-1,0,0
12,1,23,0,0,-1,2,0,-1,0,0
12,2,0,0,0,-1,2,0,-1,0,0
12,2,1,0,0,-1,2,0,-1,0,0
12,2,2,0,0,-1,1,0,-1,0,0
12,2,3,0,0,-1,1,0,-1,0,0
12,2,4,0,0,-1,1,0,-1,0,0
12,2,5,0,0,-1,1,0,-1,0,0
12,2,6,0,0,-1,1,0,-1,0,0
12,2,7,319,10,0,1,87.414,0.196,260.107,234.707
12,2,8,794,36,3,2,359.003,11.234,1193.06,1144.58
12,2,9,937,46,7,2,593.73,22.445,2000.913,1925.912
12,2,10,429,179,10,2,518.401,24.153,1775.596,1708.602
12,2,11,1017,61,13,2,875.171,35.998,2836.74,2727.914
12,2,12,1023,61,14,1,900.645,43.132,2819.083,2711.038
12,2,13,1008,59,15,1,845.086,42.623,2645.971,2545.437
12,2,14,964,55,15,1,711.273,38.638,2252.046,2167.564
12,2,15,874,47,13,0,510.652,35.648,1593.972,1533.088
12,2,16,656,31,10,0,255.483,22.72,771.543,734.493
12,2,17,0,0,6,1,0,6,0,0
12,2,18,0,0,3,1,0,3,0,0
12,2,19,0,0,1,1,0,1,0,0
12,2,20,0,0,1,1,0,1,0,0
12,2,21,0,0,1,1,0,1,0,0
12,2,22,0,0,2,1,0,2,0,0
12,2,23,0,0,2,1,0,2,0,0
12,3,0,0,0,2,1,0,2,0,0
12,3,1,0,0,1,1,0,1,0,0
12,3,2,0,0,0,1,0,0,0,0
12,3,3,0,0,0,1,0,0,0,0
12,3,4,0,0,0,1,0,0,0,0
12,3,5,0,0,0,1,0,0,0,0
12,3,6,0,0,0,1,0,0,0,0
12,3,7,0,0,1,1,0,1,0,0
12,3,8,734,38,5,1,336.522,13.629,1107.209,1061.191
12,3,9,885,52,9,1,569.607,26.534,1883.422,1812.654
12,3,10,952,59,13,0,743.785,42.127,2323.384,2236.102
12,3,11,980,63,16,0,846.925,49.007,2568.024,2470.781
12,3,12,983,65,17,0,872.048,51.209,2616.23,2516.958
12,3,13,531,176,18,1,619.611,38.974,1979.964,1905.727
12,3,14,475,152,17,1,500.913,33.48,1634.797,1572.567
12,3,15,402,103,15,0,334.738,30.204,1087.712,1042.244
12,3,16,230,50,11,0,141.936,17.869,462.65,432.928
12,3,17,0,0,8,1,0,8,0,0
12,3,18,0,0,8,0,0,8,0,0
12,3,19,0,0,9,0,0,9,0,0
12,3,20,0,0,9,0,0,9,0,0
12,3,21,0,0,8,0,0,8,0,0
12,3,22,0,0,8,0,0,8,0,0
12,3,23,0,0,7,0,0,7,0,0
12,4,0,0,0,6,1,0,6,0,0
