PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,6651 kingsbury,,,,,,,,,
Location:,"Lat, Lon: 34.57, -112.5",,,,,,,,,
Lat (deg N):,34.57,,,,,,,,,
Long (deg W):,112.5,,,,,,,,,
Elev (m):,1688.300049,,,,,,,,,
DC System Size (kW):,4,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.12,,,,,,,,,
Capacity Factor (%),"19.5	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,19,13,469,219,12,2,638.898,29.475,2143.405,2063.097
1,19,14,581,152,11,1,605.286,30.9,2007.553,1932.308
1,19,15,404,141,9,0,407.845,27.769,1358.896,1305.467
1,19,16,341,77,7,0,235.615,18.212,788.156,750.686
1,19,17,0,19,5,0,18.019,5.76,67.527,45.884
1,19,18,0,0,5,0,0,5,0,0
1,19,19,0,0,5,0,0,5,0,0
1,19,20,0,0,4,0,0,4,0,0
1,19,21,0,0,4,0,0,4,0,0
1,19,22,0,0,3,0,0,3,0,0
1,19,23,0,0,2,0,0,2,0,0
1,20,0,0,0,2,0,0,2,0,0
1,20,1,0,0,1,0,0,1,0,0
1,20,2,0,0,0,0,0,0,0,0
1,20,3,0,0,0,1,0,0,0,0
1,20,4,0,0,0,1,0,0,0,0
1,20,5,0,0,0,1,0,0,0,0
1,20,6,0,0,0,1,0,0,0,0
1,20,7,0,0,1,1,0,1,0,0
1,20,8,605,38,2,2,252.76,6.958,830.491,791.941
1,20,9,819,55,4,1,505.117,19.336,1712.32,1647.49
1,20,10,911,65,6,1,702.217,28.422,2342.542,2254.5
1,20,11,959,68,8,2,835.893,30.813,2779.019,2672.737
1,20,12,976,69,11,2,891.982,35.49,2904.426,2792.577
1,20,13,969,69,12,3,867.496,33.196,2854.308,2744.701
1,20,14,944,63,12,3,764.719,30.775,2532.906,2437.127
1,20,15,877,56,11,2,589.39,27.538,1948.841,1875.732
1,20,16,725,44,8,1,356.711,20.266,1154.184,1106.827
1,20,17,295,16,4,1,92.355,6.529,277.319,251.567
1,20,18,0,0,2,1,0,2,0,0
1,20,19,0,0,2,1,0,2,0,0
1,20,20,0,0,1,1,0,1,0,0
1,20,21,0,0,1,1,0,1,0,0
1,20,22,0,0,0,2,0,0,0,0
1,20,23,0,0,0,2,0,0,0,0
1,21,0,0,0,0,2,0,0,0,0
1,21,1,0,0,0,2,0,0,0,0
1,21,2,0,0,-1,2,0,-1,0,0
1,21,3,0,0,-1,2,0,-1,0,0
1,21,4,0,0,-1,2,0,-1,0,0
1,21,5,0,0,-1,2,0,-1,0,0
1,21,6,0,0,-1,2,0,-1,0,0
1,21,7,0,0,0,2,0,0,0,0
1,21,8,703,33,2,3,278.778,7.051,909.171,868.57
1,21,9,892,48,6,3,532.708,17.97,1815.049,1746.687
1,21,10,971,57,9,3,734.644,26.339,2474.769,2381.388
1,21,11,981,71,11,2,858.372,34.333,2805.515,2698.069
1,21,12,993,74,12,2,914.04,37.056,2953.505,2839.436
1,21,13,980,74,13,1,884.618,41.92,2786.895,2680.268
1,21,14,595,150,12,1,615.947,33.248,2020.196,1944.488
1,21,15,238,164,11,0,329.901,27.088,1108.568,1062.511
1,21,16,726,48,8,0,363.363,23.167,1162.586,1114.988
1,21,17,0,30,5,0,30.969,7.908,114.985,92.448
1,21,18,0,0,3,1,0,3,0,0
1,21,19,0,0,3,1,0,3,0,0
1,21,20,0,0,2,1,0,2,0,0
1,21,21,0,0,1,1,0,1,0,0
1,21,22,0,0,0,1,0,0,0,0
1,21,23,0,0,0,1,0,0,0,0
1,22,0,0,0,0,1,0,0,0,0
1,22,1,0,0,0,1,0,0,0,0
1,22,2,0,0,1,1,0,1,0,0
1,22,3,0,0,0,1,0,0,0,0
1,22,4,0,0,0,1,0,0,0,0
1,22,5,0,0,0,1,0,0,0,0
1,22,6,0,0,0,1,0,0,0,0
1,22,7,0,0,1,1,0,1,0,0
1,22,8,697,35,5,1,280.662,11.794,898.627,858.305
1,22,9,893,49,9,1,535.265,25.226,1764.161,1697.561
1,22,10,755,94,13,1,638.776,33.324,2084.018,2005.944
1,22,11,987,71,15,0,864.815,48.051,2636.222,2536.102
1,22,12,993,75,16,0,917.32,51.716,2747.861,2642.94
1,22,13,981,75,15,0,888.929,50.262,2681.499,2579.446
1,22,14,506,179,14,0,584.988,40.053,1856.457,1786.644
1,22,15,611,102,12,0,493.966,33.342,1596.44,1535.475
1,22,16,511,66,10,0,297.908,24.083,960.902,918.922
1,22,17,0,28,9,0,28.322,10.935,103.771,81.447
1,22,18,0,0,9,0,0,9,0,0
1,22,19,0,0,7,0,0,7,0,0
1,22,20,0,0,5,1,0,5,0,0
1,22,21,0,0,5,1,0,5,0,0
1,22,22,0,0,5,1,0,5,0,0
1,22,23,0,0,5,1,0,5,0,0
1,23,0,0,0,5,1,0,5,0,0
1,23,1,0,0,5,1,0,5,0,0
1,23,2,0,0,5,1,0,5,0,0
1,23,3,0,0,5,1,0,5,0,0
1,23,4,0,0,5,1,0,5,0,0
1,23,5,0,0,4,1,0,4,0,0
1,23,6,0,0,4,1,0,4,0,0
1,23,7,0,0,4,1,0,4,0,0
1,23,8,513,45,7,1,232.659,12.199,755.424,718.778
1,23,9,717,64,10,1,463.62,23.764,1543.509,1484.269
1,23,10,767,92,12,1,643,32.178,2109.579,2030.547
1,23,11,980,71,14,2,861.095,36.977,2778.402,2672.147
1,23,12,649,178,15,2,760.037,36.051,2470.253,2377.057
1,23,13,590,187,15,2,705.726,34.367,2311.765,2224.943
1,23,14,460,194,14,2,569.025,29.726,1901.127,1829.73
1,23,15,478,133,12,1,447.012,26.808,1495.643,1437.94
1,23,16,400,79,8,0,265.356,20.592,877.762,837.987
1,23,17,0,27,7,0,26.986,8.475,99.949,77.698
1,23,18,0,0,6,1,0,6,0,0
1,23,19,0,0,6,0,0,6,0,0
1,23,20,0,0,5,0,0,5,0,0
1,23,21,0,0,4,1,0,4,0,0
1,23,22,0,0,3,1,0,3,0,0
1,23,23,0,0,2,1,0,2,0,0
1,24,0,0,0,1,1,0,1,0,0
1,24,1,0,0,0,1,0,0,0,0
1,24,2,0,0,0,1,0,0,0,0
1,24,3,0,0,1,1,0,1,0,0
1,24,4,0,0,1,1,0,1,0,0
1,24,5,0,0,0,1,0,0,0,0
1,24,6,0,0,0,1,0,0,0,0
1,24,7,0,0,1,1,0,1,0,0
1,24,8,698,35,3,1,281.773,9.846,910.744,870.102
1,24,9,876,51,6,2,530.483,19.528,1796.79,1729.063
1,24,10,955,61,8,3,732.65,25.317,2481.451,2387.796
1,24,11,993,66,9,3,867.217,29.918,2896.701,2785.198
1,24,12,1010,67,10,3,926.248,32.563,3060.643,2941.653
1,24,13,1007,65,11,3,902.895,33.13,2972.969,2858.014
1,24,14,982,61,10,2,799.785,32.421,2629.995,2530.14
1,24,15,923,53,9,2,622.273,26.579,2070.177,1992.619
1,24,16,791,42,6,1,386.93,19.439,1259.938,1209.492
1,24,17,406,18,3,1,121.361,6.687,360.177,332.689
1,24,18,0,0,1,1,0,1,0,0
1,24,19,0,0,0,1,0,0,0,0
1,24,20,0,0,0,1,0,0,0,0
1,24,21,0,0,1,1,0,1,0,0
1,24,22,0,0,1,1,0,1,0,0
1,24,23,0,0,0,1,0,0,0,0
1,25,0,0,0,0,1,0,0,0,0
1,25,1,0,0,0,1,0,0,0,0
1,25,2,0,0,0,1,0,0,0,0
1,25,3,0,0,0,1,0,0,0,0
1,25,4,0,0,-1,1,0,-1,0,0
1,25,5,0,0,-1,1,0,-1,0,0
1,25,6,0,0,-1,1,0,-1,0,0
1,25,7,0,0,0,1,0,0,0,0
1,25,8,683,35,2,2,277.224,7.645,905.643,865.136
1,25,9,880,49,5,3,531.158,16.946,1820.535,1751.982
1,25,10,965,55,7,2,733.762,26.683,2469.307,2376.151
1,25,11,993,64,8,2,866.734,31.697,2870.579,2760.247
1,25,12,1009,65,9,2,925.273,34.533,3028.315,2910.821
1,25,13,1006,65,10,2,904.553,35.134,2949.577,2835.687
1,25,14,981,62,10,2,802.771,32.502,2639.339,2539.087
1,25,15,926,54,9,1,627.649,30.399,2051.311,1974.454
1,25,16,798,43,5,1,392.986,18.695,1285.693,1234.48
1,25,17,416,19,2,1,125.115,5.857,373.286,345.518
1,25,18,0,0,1,1,0,1,0,0
1,25,19,0,0,1,1,0,1,0,0
1,25,20,0,0,0,1,0,0,0,0
1,25,21,0,0,0,1,0,0,0,0
1,25,22,0,0,0,1,0,0,0,0
1,25,23,0,0,0,1,0,0,0,0
1,26,0,0,0,-1,1,0,-1,0,0
1,26,1,0,0,-2,2,0,-2,0,0
1,26,2,0,0,-2,2,0,-2,0,0
1,26,3,0,0,-2,2,0,-2,0,0
1,26,4,0,0,-2,2,0,-2,0,0
1,26,5,0,0,-2,2,0,-2,0,0
1,26,6,0,0,-2,2,0,-2,0,0
1,26,7,0,0,-1,2,0,-1,0,0
1,26,8,745,32,1,3,293.438,6.419,959.986,918.031
1,26,9,923,44,4,4,549.013,15.195,1895.991,1824.777
1,26,10,996,52,7,4,753.063,23.215,2576.092,2478.511
1,26,11,1016,63,8,4,885.769,27.472,2994.051,2878.132
1,26,12,1025,67,9,4,943.4,29.935,3157.794,3034.249
1,26,13,1015,67,9,4,916.841,29.489,3073.303,2953.724
1,26,14,981,65,9,3,808.9,29.026,2705.161,2602.091
1,26,15,921,57,8,2,630.599,25.864,2107.292,2028.347
1,26,16,798,43,5,1,394.876,18.765,1292.92,1241.49
1,26,17,450,18,1,1,131.135,5.083,389.385,361.27
1,26,18,0,0,0,1,0,0,0,0
1,26,19,0,0,0,1,0,0,0,0
1,26,20,0,0,0,1,0,0,0,0
1,26,21,0,0,0,1,0,0,0,0
1,26,22,0,0,0,2,0,0,0,0
1,26,23,0,0,-1,2,0,-1,0,0
1,27,0,0,0,-1,2,0,-1,0,0
1,27,1,0,0,-1,2,0,-1,0,0
1,27,2,0,0,-1,2,0,-1,0,0
1,27,3,0,0,-1,2,0,-1,0,0
1,27,4,0,0,-1,2,0,-1,0,0
1,27,5,0,0,-1,2,0,-1,0,0
1,27,6,0,0,-1,2,0,-1,0,0
1,27,7,0,0,0,2,0,0,0,0
1,27,8,727,33,3,2,289.209,8.975,937.354,896.005
1,27,9,907,47,7,2,545.309,20.924,1835.994,1766.9
1,27,10,988,54,10,1,751.648,33.812,2444.819,2352.662
1,27,11,1013,64,12,1,886.659,40.394,2813.22,2705.434
1,27,12,1031,64,14,1,947.227,44.462,2949.208,2835.334
1,27,13,1027,62,15,1,923.262,44.965,2865.103,2755.015
1,27,14,995,61,15,1,817.054,41.935,2563.808,2466.741
1,27,15,935,55,14,0,639.057,41.286,1980.749,1906.483
1,27,16,806,44,11,0,401.388,29.706,1250.136,1199.981
1,27,17,439,20,7,1,132.203,11.106,385.725,357.689
1,27,18,0,0,4,1,0,4,0,0
1,27,19,0,0,2,1,0,2,0,0
1,27,20,0,0,1,1,0,1,0,0
1,27,21,0,0,0,1,0,0,0,0
1,27,22,0,0,0,2,0,0,0,0
1,27,23,0,0,0,1,0,0,0,0
1,28,0,0,0,0,1,0,0,0,0
1,28,1,0,0,0,1,0,0,0,0
1,28,2,0,0,0,1,0,0,0,0
1,28,3,0,0,0,1,0,0,0,0
1,28,4,0,0,0,1,0,0,0,0
1,28,5,0,0,0,1,0,0,0,0
1,28,6,0,0,0,1,0,0,0,0
1,28,7,0,0,1,1,0,1,0,0
1,28,8,706,37,4,2,288.848,9.961,936.125,894.808
1,28,9,901,50,8,1,546.948,24.656,1811.002,1742.781
1,28,10,981,57,12,0,752.152,41.328,2356.915,2268.301
1,28,11,1009,65,15,0,886.783,49.322,2686.666,2584.391
1,28,12,1022,66,16,0,944.472,52.615,2816.867,2708.92
1,28,13,1015,65,17,0,919.563,53.092,2733.671,2629.367
1,28,14,992,60,17,1,816.198,43.76,2537.723,2441.744
1,28,15,932,54,16,1,638.396,37.38,2018.837,1943.178
1,28,16,804,43,12,1,401.202,25.748,1274.446,1223.569
1,28,17,449,20,8,1,134.856,12.182,391.375,363.216
1,28,18,0,0,6,1,0,6,0,0
1,28,19,0,0,6,0,0,6,0,0
1,28,20,0,0,7,0,0,7,0,0
1,28,21,0,0,5,0,0,5,0,0
1,28,22,0,0,4,1,0,4,0,0
1,28,23,0,0,4,1,0,4,0,0
1,29,0,0,0,3,1,0,3,0,0
1,29,1,0,0,3,1,0,3,0,0
1,29,2,0,0,2,1,0,2,0,0
1,29,3,0,0,1,1,0,1,0,0
1,29,4,0,0,1,1,0,1,0,0
1,29,5,0,0,0,1,0,0,0,0
1,29,6,0,0,0,1,0,0,0,0
1,29,7,0,0,2,0,0,2,0,0
1,29,8,700,35,5,0,283.817,14.088,902.416,861.994
1,29,9,880,49,9,0,535.709,29.758,1731.996,1666.497
1,29,10,275,216,13,0,437.204,32.032,1444.307,1388.229
1,29,11,353,255,15,1,573.191,32.877,1892.305,1821.222
1,29,12,80,289,16,1,374.815,28.519,1266.191,1215.56
1,29,13,69,275,16,1,348.635,26.779,1187.457,1139.14
1,29,14,944,67,16,1,791.189,39.784,2511.157,2416.279
1,29,15,888,59,15,0,619.749,41.452,1921.522,1849.396
1,29,16,761,46,11,0,390.348,29.198,1223.224,1173.863
1,29,17,411,21,8,1,127.181,11.872,372.417,344.667
1,29,18,0,0,7,1,0,7,0,0
1,29,19,0,0,7,0,0,7,0,0
1,29,20,0,0,7,0,0,7,0,0
1,29,21,0,0,7,0,0,7,0,0
1,29,22,0,0,7,0,0,7,0,0
1,29,23,0,0,8,0,0,8,0,0
1,30,0,0,0,7,0,0,7,0,0
1,30,1,0,0,6,0,0,6,0,0
1,30,2,0,0,5,0,0,5,0,0
1,30,3,0,0,3,1,0,3,0,0
1,30,4,0,0,2,1,0,2,0,0
1,30,5,0,0,2,1,0,2,0,0
1,30,6,0,0,2,1,0,2,0,0
1,30,7,0,0,3,0,0,3,0,0
1,30,8,634,40,7,1,269.076,13.404,863.75,824.34
1,30,9,828,57,10,2,521.649,23.159,1742.837,1676.967
1,30,10,912,67,12,3,719.591,28.875,2399.441,2309.122
1,30,11,969,68,13,4,862.611,31.759,2857.738,2747.979
1,30,12,303,291,14,4,588.933,27.194,2000.698,1925.705
1,30,13,360,270,14,4,606.868,27.016,2062.333,1985.067
1,30,14,968,59,13,4,802.122,30.247,2668.706,2567.201
1,30,15,906,53,12,4,625.884,25.899,2094.497,2016.032
1,30,16,769,44,10,3,390.953,19.423,1282.563,1231.443
1,30,17,410,22,7,1,128.002,10.899,377.287,349.432
1,30,18,0,0,6,1,0,6,0,0
1,30,19,0,0,5,1,0,5,0,0
1,30,20,0,0,5,1,0,5,0,0
1,30,21,0,0,4,1,0,4,0,0
1,30,22,0,0,3,1,0,3,0,0
1,30,23,0,0,2,1,0,2,0,0
1,31,0,0,0,2,1,0,2,0,0
1,31,1,0,0,1,1,0,1,0,0
1,31,2,0,0,1,1,0,1,0,0
1,31,3,0,0,1,1,0,1,0,0
1,31,4,0,0,1,1,0,1,0,0
1,31,5,0,0,1,1,0,1,0,0
1,31,6,0,0,1,1,0,1,0,0
1,31,7,0,0,4,1,0,4,0,0
1,31,8,659,39,7,2,277.23,12.63,892.378,852.22
1,31,9,850,54,10,3,528.134,21.791,1775.346,1708.361
1,31,10,932,62,11,4,729.359,26.577,2458.933,2366.2
1,31,11,961,70,11,5,860.699,27.63,2908.91,2796.858
1,31,12,318,291,12,6,602.169,22.521,2091.077,2012.739
1,31,13,12,201,11,6,208.281,14.228,751.936,715.378
1,31,14,0,100,9,5,95.537,9.803,351.793,324.484
1,31,15,0,6,8,4,5.683,6.682,21.213,0.422
1,31,16,0,3,6,3,2.838,4.189,10.706,0
1,31,17,467,23,1,0,142.247,3.835,429.736,400.741
1,31,18,0,0,1,0,0,1,0,0
1,31,19,0,0,0,0,0,0,0,0
1,31,20,0,0,0,0,0,0,0,0
1,31,21,0,0,0,0,0,0,0,0
1,31,22,0,0,0,0,0,0,0,0
1,31,23,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,0,0,0,0,0
2,1,2,0,0,0,0,0,0,0,0
2,1,3,0,0,0,0,0,0,0,0
2,1,4,0,0,0,0,0,0,0,0
2,1,5,0,0,0,0,0,0,0,0
2,1,6,0,0,0,0,0,0,0,0
2,1,7,0,0,0,0,0,0,0,0
2,1,8,699,38,2,0,290.594,11.408,939.472,898.066
2,1,9,882,53,4,1,545.64,20.782,1843.019,1773.678
2,1,10,962,61,5,2,751.034,25.265,2548.087,2451.677
2,1,11,1000,66,6,3,889.606,27.604,3007.194,2890.673
2,1,12,1015,68,7,3,950.864,30.318,3178.578,3054.047
2,1,13,1010,67,7,3,928.246,29.949,3106.633,2985.498
2,1,14,982,65,7,3,824.972,27.507,2782.151,2675.732
2,1,15,923,59,6,2,648.211,24.458,2186.196,2104.257
2,1,16,795,48,2,1,412.881,16.539,1376.39,1322.423
2,1,17,445,25,0,0,139.111,7.822,415.779,387.09
2,1,18,0,0,0,1,0,0,0,0
2,1,19,0,0,0,0,0,0,0,0
2,1,20,0,0,0,0,0,0,0,0
2,1,21,0,0,0,0,0,0,0,0
2,1,22,0,0,0,0,0,0,0,0
2,1,23,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0
2,2,1,0,0,0,0,0,0,0,0
2,2,2,0,0,0,0,0,0,0,0
2,2,3,0,0,-1,0,0,-1,0,0
2,2,4,0,0,0,0,0,0,0,0
2,2,5,0,0,0,0,0,0,0,0
2,2,6,0,0,0,0,0,0,0,0
2,2,7,0,0,0,0,0,0,0,0
2,2,8,622,45,2,0,272.465,10.648,890.146,850.047
2,2,9,821,65,4,1,530.969,20.239,1801.437,1733.548
2,2,10,913,75,6,1,735.041,29.505,2445.344,2353.165
2,2,11,961,78,7,2,874.515,30.953,2909.646,2797.562
2,2,12,975,80,8,2,933.344,33.819,3067.745,2948.425
2,2,13,964,81,8,2,908.809,33.383,2991.819,2876.003
2,2,14,84,252,7,2,330.165,17.285,1174.128,1126.197
2,2,15,92,190,5,1,257.476,12.841,930.571,889.403
2,2,16,0,40,2,0,37.934,3.823,143.349,120.268
2,2,17,0,1,0,0,0.945,-4.008,3.689,0
2,2,18,0,0,0,0,0,0,0,0
2,2,19,0,0,0,0,0,0,0,0
2,2,20,0,0,0,0,0,0,0,0
2,2,21,0,0,0,0,0,0,0,0
2,2,22,0,0,0,0,0,0,0,0
2,2,23,0,0,0,0,0,0,0,0
2,3,0,0,0,0,0,0,0,0,0
2,3,1,0,0,0,0,0,0,0,0
2,3,2,0,0,0,1,0,0,0,0
2,3,3,0,0,0,1,0,0,0,0
2,3,4,0,0,0,1,0,0,0,0
2,3,5,0,0,0,1,0,0,0,0
2,3,6,0,0,0,1,0,0,0,0
2,3,7,0,0,0,2,0,0,0,0
2,3,8,0,30,0,3,28.436,-1.249,109.785,87.347
2,3,9,0,29,1,4,27.489,-0.036,105.59,83.231
2,3,10,843,92,2,5,711.555,14.565,2538.745,2442.723
2,3,11,4,156,3,6,154.919,5.373,581.486,549.049
2,3,12,27,251,3,6,273.786,6.739,1021.497,977.868
2,3,13,60,281,3,6,347.121,8.192,1286.652,1235.41
2,3,14,0,85,3,6,80.819,3.579,305.724,279.384
2,3,15,0,37,2,5,35.097,1.345,134.031,111.129
2,3,16,0,52,2,5,49.354,1.55,188.316,164.357
2,3,17,267,36,2,5,110.868,2.79,358.957,331.495
2,3,18,0,0,2,5,0,2,0,0
2,3,19,0,0,2,5,0,2,0,0
2,3,20,0,0,3,5,0,3,0,0
2,3,21,0,0,3,5,0,3,0,0
2,3,22,0,0,3,4,0,3,0,0
2,3,23,0,0,3,3,0,3,0,0
2,4,0,0,0,2,3,0,2,0,0
2,4,1,0,0,1,2,0,1,0,0
2,4,2,0,0,0,1,0,0,0,0
2,4,3,0,0,0,1,0,0,0,0
2,4,4,0,0,0,0,0,0,0,0
2,4,5,0,0,-1,0,0,-1,0,0
2,4,6,0,0,-1,0,0,-1,0,0
2,4,7,0,0,0,0,0,0,0,0
2,4,8,0,44,0,1,41.793,-1.412,161.463,138.03
2,4,9,304,148,1,1,334.292,9.838,1206.287,1157.422
2,4,10,674,131,1,2,640.111,17.792,2253.781,2169.232
2,4,11,613,191,1,3,727.469,18.708,2566.517,2469.337
2,4,12,528,236,2,3,734.208,20.06,2578.118,2480.451
2,4,13,580,214,2,4,744.427,18.449,2632.057,2532.114
2,4,14,396,234,2,4,567.977,14.593,2039.62,1963.196
2,4,15,0,20,1,3,18.958,1.171,72.45,50.716
2,4,16,815,57,0,2,437.283,10.193,1505.809,1447.781
2,4,17,496,28,-2,0,153.774,6.678,461.017,431.331
2,4,18,0,0,-3,0,0,-3,0,0
2,4,19,0,0,-4,0,0,-4,0,0
2,4,20,0,0,-4,1,0,-4,0,0
2,4,21,0,0,-5,1,0,-5,0,0
2,4,22,0,0,-5,1,0,-5,0,0
2,4,23,0,0,-5,1,0,-5,0,0
2,5,0,0,0,-6,2,0,-6,0,0
2,5,1,0,0,-6,2,0,-6,0,0
2,5,2,0,0,-6,2,0,-6,0,0
2,5,3,0,0,-6,2,0,-6,0,0
2,5,4,0,0,-6,2,0,-6,0,0
2,5,5,0,0,-6,2,0,-6,0,0
2,5,6,0,0,-6,2,0,-6,0,0
2,5,7,0,0,-4,3,0,-4,0,0
2,5,8,769,42,-1,3,323.113,5.17,1077.221,1032.047
2,5,9,937,61,0,3,591.494,13.634,2067.941,1990.466
2,5,10,1010,73,2,2,807.334,24.022,2757.765,2652.413
2,5,11,1027,89,3,2,948.068,29.285,3180.918,3056.276
2,5,12,1038,93,4,2,1010.327,32.238,3347.383,3214.696
2,5,13,1029,93,4,2,985.377,31.803,3269.94,3141.028
2,5,14,999,87,4,2,873.991,28.901,2930.47,2817.445
2,5,15,942,75,3,1,691.817,26.984,2310.558,2223.783
2,5,16,827,57,0,0,444.491,21.233,1457.427,1400.936
2,5,17,526,28,-2,0,160.755,7.111,479.358,449.261
2,5,18,0,0,-3,0,0,-3,0,0
2,5,19,0,0,-4,0,0,-4,0,0
2,5,20,0,0,-4,1,0,-4,0,0
2,5,21,0,0,-4,1,0,-4,0,0
2,5,22,0,0,-5,1,0,-5,0,0
2,5,23,0,0,-5,1,0,-5,0,0
2,6,0,0,0,-5,1,0,-5,0,0
2,6,1,0,0,-5,1,0,-5,0,0
2,6,2,0,0,-5,1,0,-5,0,0
2,6,3,0,0,-5,1,0,-5,0,0
2,6,4,0,0,-5,1,0,-5,0,0
2,6,5,0,0,-5,0,0,-5,0,0
2,6,6,0,0,-5,0,0,-5,0,0
2,6,7,0,0,-3,1,0,-3,0,0
2,6,8,733,43,0,1,312.797,7.908,1033.185,989.235
2,6,9,899,63,2,1,577.643,19.96,1964.401,1890.729
2,6,10,969,77,4,1,785.006,29.303,2616.064,2516.799
2,6,11,995,91,6,1,926.626,36.115,3007.517,2890.981
2,6,12,1012,93,7,2,990.455,34.476,3246.078,3118.317
2,6,13,1008,91,8,2,967.91,35.042,3161.749,3038.016
2,6,14,980,86,8,2,860.75,32.276,2839.911,2730.944
2,6,15,919,76,6,1,680.643,29.394,2248.246,2163.912
2,6,16,802,58,3,1,436.139,18.381,1450.848,1394.564
2,6,17,516,29,1,1,159.315,6.264,478.021,447.954
2,6,18,0,0,0,1,0,0,0,0
2,6,19,0,0,0,1,0,0,0,0
2,6,20,0,0,-1,1,0,-1,0,0
2,6,21,0,0,-2,1,0,-2,0,0
2,6,22,0,0,-2,1,0,-2,0,0
2,6,23,0,0,-2,1,0,-2,0,0
2,7,0,0,0,-2,1,0,-2,0,0
2,7,1,0,0,-2,2,0,-2,0,0
2,7,2,0,0,-2,1,0,-2,0,0
2,7,3,0,0,-3,1,0,-3,0,0
2,7,4,0,0,-3,1,0,-3,0,0
2,7,5,0,0,-3,1,0,-3,0,0
2,7,6,0,0,-2,1,0,-2,0,0
2,7,7,0,0,-1,2,0,-1,0,0
2,7,8,744,41,1,2,315.665,7.728,1043.373,999.141
2,7,9,906,59,5,1,575.562,22.778,1931.92,1859.421
2,7,10,977,71,8,0,785.902,38.867,2499.158,2404.775
2,7,11,992,90,9,0,925.448,45.22,2868.354,2758.121
2,7,12,1005,93,10,0,986.983,48.662,3009.2,2892.586
2,7,13,998,92,11,1,963.172,42.545,3030.098,2912.522
2,7,14,967,89,11,2,856.64,34.991,2789.53,2682.787
2,7,15,913,76,10,1,679.026,33.071,2204.12,2121.492
2,7,16,801,58,6,1,437.43,21.28,1437.129,1381.276
2,7,17,513,27,3,1,157.714,8.188,469.084,439.218
2,7,18,0,0,2,1,0,2,0,0
2,7,19,0,0,2,1,0,2,0,0
2,7,20,0,0,1,1,0,1,0,0
2,7,21,0,0,1,1,0,1,0,0
2,7,22,0,0,0,1,0,0,0,0
2,7,23,0,0,0,1,0,0,0,0
2,8,0,0,0,0,1,0,0,0,0
2,8,1,0,0,0,1,0,0,0,0
2,8,2,0,0,0,1,0,0,0,0
2,8,3,0,0,0,1,0,0,0,0
2,8,4,0,0,-1,1,0,-1,0,0
2,8,5,0,0,-1,1,0,-1,0,0
2,8,6,0,0,0,1,0,0,0,0
2,8,7,0,0,1,1,0,1,0,0
2,8,8,132,81,3,2,135.296,4.632,486.323,456.07
2,8,9,708,78,6,3,493.6,16.647,1709.84,1645.094
2,8,10,1003,58,8,3,791.439,26.599,2671.938,2570.295
2,8,11,1026,67,10,3,929.135,32.445,3070.829,2951.366
2,8,12,1038,68,11,2,989.213,38.2,3182.901,3058.165
2,8,13,1032,68,12,2,966.889,38.764,3100.738,2979.879
2,8,14,1002,66,12,2,859.499,36.02,2784.496,2677.975
2,8,15,949,60,11,1,681.812,34.101,2201.201,2118.686
2,8,16,840,49,7,1,444.452,22.466,1450.048,1393.789
2,8,17,555,28,3,1,169.569,8.622,502.948,472.319
2,8,18,0,0,1,1,0,1,0,0
2,8,19,0,0,0,1,0,0,0,0
2,8,20,0,0,0,1,0,0,0,0
2,8,21,0,0,0,1,0,0,0,0
2,8,22,0,0,0,1,0,0,0,0
2,8,23,0,0,0,1,0,0,0,0
2,9,0,0,0,0,1,0,0,0,0
2,9,1,0,0,0,2,0,0,0,0
2,9,2,0,0,0,2,0,0,0,0
2,9,3,0,0,0,2,0,0,0,0
2,9,4,0,0,0,2,0,0,0,0
2,9,5,0,0,0,2,0,0,0,0
2,9,6,0,0,0,2,0,0,0,0
2,9,7,0,0,2,2,0,2,0,0
2,9,8,755,37,5,3,315.878,10.958,1028.999,985.164
2,9,9,914,49,9,3,571.841,21.947,1927.226,1854.895
2,9,10,984,55,12,2,776.54,32.705,2546.297,2449.961
2,9,11,1004,67,15,1,913.524,44.021,2849.336,2739.95
2,9,12,1018,68,16,1,974.448,47.151,2994.988,2879.026
2,9,13,1013,67,17,1,952.121,47.7,2916.531,2804.136
2,9,14,986,65,17,1,848.404,44.778,2629.647,2529.807
2,9,15,934,58,16,0,672.05,44.325,2061.394,1984.163
2,9,16,825,48,13,0,438.141,33.042,1360.344,1306.87
2,9,17,544,28,9,0,167.942,17.92,479.442,449.344
2,9,18,0,0,6,1,0,6,0,0
2,9,19,0,0,4,1,0,4,0,0
2,9,20,0,0,3,1,0,3,0,0
